Id;Brand;Model;Generation;Version;Length;Width;Height;Wheel Base;Petrol min cap;Petrol max cap;Petrol min hp;Petrol max hp;Avg weight;Price
712;renault;thalia;clio 2 (1998 - 2012);clio 2 phase 1 3 doors;377.3;163.9;141.7;247.2;1149;2946;58;230;1117.5;7375.59375
713;renault;thalia;clio 3 (2005 - 2014);clio 3 phase 1 grand tour;420.2;170.7;149.7;257.5;1149;1598;75;111;1247.5;13384.28125
714;renault;thalia;clio 3 (2005 - 2014);clio 3 phase 1 5doors;398.6;170.7;149.6;257.5;1149;1997;75;138;1225.0;13384.28125
715;renault;thalia;clio 4 (2012 - 2019);clio 4 sport tourer;426.7;173.2;144.5;258.9;898;1149;73;90;1180.0;34774.46875
716;renault;thalia;clio 4 (2012 - 2019);clio 4 ph2 sport tourer;426.7;173.2;147.5;258.9;898;1197;73;118;1149.0;34774.46875
717;renault;thalia;clio 4 (2012 - 2019);clio 4;406.2;173.2;144.8;258.9;898;1618;73;220;1167.0;34774.46875
718;renault;thalia;clio 5 (2019 - present);clio 5 phase 2;405.3;179.8;144.0;258.3;999;1598;67;143;1227.5;61868.625
719;renault;trafic;trafic 3 (x82) phase 2 (2019 - 2021);trafic 3 phase 2 passenger;499.9;195.6;197.1;309.8;0;0;0;0;2108.5;84317.65625
720;renault;trafic;trafic 3 (x82) phase 2 (2019 - 2021);trafic 3 phase 2 grand passenger;539.9;195.6;197.1;349.8;0;0;0;0;2105.0;84317.65625
721;renault;trafic;trafic 3 (x82) phase 3 (2021 - present);trafic 3 phase 3 passenger l1h1;508.0;195.6;202.0;309.8;0;0;0;0;2019.5;84317.65625
722;renault;trafic;trafic 3 (x82) phase 3 (2021 - present);trafic 3 phase 3 grand passenger l2h1;548.0;195.6;202.0;349.8;0;0;0;0;2270.0;84317.65625
723;seat;altea;none;none;428.0;176.8;156.8;257.8;1197;1984;85;200;1403.0;14839.0
724;seat;altea-xl;none;none;447.0;177.0;158.0;258.0;1197;1984;85;160;1437.0;18920.0
725;seat;cordoba;cordoba 1 (6k) (1993 - 2002);cordoba 6k2;416.0;164.0;142.0;244.0;1391;1598;60;100;1092.5;5564.96875
726;seat;cordoba;cordoba 2 (6l) (2002 - 2009);cordoba ii;428.0;169.8;144.1;246.0;1198;1984;70;116;1139.5;5564.96875
727;seat;cordoba;cordoba sx coupe (1996 - 2002);cordoba sx;414.0;164.0;141.0;244.0;1595;1984;75;150;1052.5;5564.96875
728;seat;cordoba;cordoba sx coupe (1996 - 2002);cordoba coupe;416.0;164.0;142.0;244.0;1595;1781;100;156;1117.0;5564.96875
729;seat;ibiza;ibiza 1 (021a) (1984 - 1993);ibiza i;364.0;161.0;139.0;245.0;903;1675;44;101;899.5;24029.625
730;seat;ibiza;ibiza 2 (6k) (1993 - 2002);ibiza 6k2;388.0;164.0;142.0;244.0;999;1781;50;180;1044.0;24029.625
731;seat;ibiza;ibiza 2 (6k) (1993 - 2002);ibiza 6k;381.3;164.0;142.4;244.0;1000;1984;45;150;960.0;24029.625
732;seat;ibiza;ibiza 3 (6l) (2002 - 2008);ibiza 6l;395.3;169.8;144.1;246.0;1198;1984;69;180;1167.0;9181.1875
733;seat;ibiza;ibiza 4 (6j/6p) (2008 - 2017);ibiza st (6p);423.6;169.3;144.5;246.9;999;1395;75;150;1166.0;24029.625
734;seat;ibiza;ibiza 4 (6j/6p) (2008 - 2017);ibiza sc (6p);406.6;169.3;142.4;246.9;999;1798;75;192;1154.5;24029.625
735;seat;ibiza;ibiza 5 - 2022 update (2021 - present);ibiza 2022;405.9;178.0;142.9;256.4;999;999;80;110;1139.0;92598.86956521739
736;seat;leon;leon 1 (1999 - 2004);leon;418.0;174.0;146.0;251.0;1390;2791;75;225;1302.5;9938.21875
737;seat;leon;leon 2 (2005 - 2013);leon 2;431.5;176.8;145.8;257.8;1197;1984;85;265;1338.0;18851.5625
738;seat;leon;leon 3 (2013 - 2016);leon 3 sc;422.8;181.0;144.6;260.1;1197;1984;86;280;1281.5;57659.34375
739;seat;leon;leon 3 (2013 - 2016);leon 3;426.3;181.6;145.9;263.6;1197;1984;86;280;1304.5;57659.34375
740;seat;leon;leon 3 2017 (2016 - 2020);leon 3 st 2017;454.9;181.6;145.4;263.6;999;1984;110;300;1388.0;57659.34375
741;seat;leon;leon 3 2017 (2016 - 2020);leon 3 2017;428.2;181.6;145.9;263.6;999;1984;110;300;1316.0;57659.34375
742;seat;leon;leon 3 2017 (2016 - 2020);leon 3 2017;428.2;181.6;145.9;263.6;999;1984;110;300;1316.0;57659.34375
743;seat;leon;leon 4 (kl) (2020 - present);leon 4 sportstourer;464.2;179.9;144.8;268.6;999;1498;90;150;1493.5;83748.34375
744;seat;leon;leon 4 (kl) (2020 - present);leon 4;436.8;179.9;145.6;268.6;999;1498;90;150;1408.0;83748.34375
745;seat;tarraco;none;none;473.5;183.9;167.4;279.0;1498;1984;150;245;1742.0;137852.28125
746;seat;toledo;ii;1999;444.0;174.0;144.0;251.0;1595;2324;100;180;1221.5;6038.5625
747;skoda;superb;i;superb 2020 combi;486.2;186.4;149.6;284.1;1498;1498;150;150;1717.0;90131.15625
748;skoda;superb;superb 1 (2001 - 2008);superb;480.3;176.5;146.9;280.3;1781;2771;115;193;1463.5;13200.6875
749;skoda;superb;superb 3 facelift (2020 - present);superb 2020 combi;486.2;186.4;149.6;284.1;1498;1498;150;150;1717.0;90131.15625
750;skoda;superb;superb 3 facelift (2020 - present);superb 2020;486.9;186.4;148.8;284.1;1498;1498;150;150;1706.0;90131.15625
751;smart;forfour;forfour (w 453) (2014 - 2019);forfour (w453);349.5;166.5;155.4;249.4;898;999;61;109;997.5;17524.65625
752;smart;forfour;forfour (w 454) (2004 - 2006);forfour (w454);375.0;168.0;145.0;250.0;1124;1499;64;177;1015.0;17524.65625
753;smart;fortwo;450 city-coupă© / city-cabrio (1998 - 2002);city coupe;250.0;152.0;153.0;181.0;599;698;45;75;725.0;20647.78125
754;smart;fortwo;450 city-coupă© / city-cabrio (1998 - 2002);city cabrio;250.0;154.0;155.0;181.0;599;698;55;75;735.0;20647.78125
755;smart;fortwo;451 fortwo (2007 - 2015);fortwo cabrio (w451);270.0;156.0;154.0;187.0;999;999;71;84;795.0;20647.78125
756;smart;fortwo;453 fortwo (2014 - 2019);fortwo coupe (w453);269.5;166.3;155.5;187.3;898;999;61;109;1020.0;20647.78125
757;smart;fortwo;453 fortwo (2014 - 2019);fortwo cabrio (w453);269.5;166.3;155.5;187.3;898;999;71;109;1007.5;20647.78125
758;smart;roomster;none;none;343.0;162.0;119.0;236.0;698;698;82;100;831.0;16833.166666666668
759;ssangyong;korando;none;none;441.0;183.0;171.0;265.0;1998;1998;149;149;1614.5;85733.15625
760;ssangyong;tivoli-grand;none;none;420.2;179.8;159.0;260.0;1597;1597;126;128;1384.5;103917.35714285714
761;subaru;brz;none;none;424.0;177.5;128.5;257.0;1998;1998;200;200;1325.5;113971.07407407407
762;subaru;forester;i;1997;445.0;174.0;160.0;252.0;1994;1994;125;170;1312.5;8435.714285714286
763;subaru;impreza;gc;impreza (gd);446.5;174.0;144.0;252.5;1498;2457;95;280;1347.5;52630.2
764;subaru;impreza;gc;impreza ii sw;440.5;169.5;148.5;252.5;1498;2457;105;230;1397.5;46875.34375
765;subaru;impreza;gd;impreza (gd);446.5;174.0;144.0;252.5;1498;2457;95;280;1347.5;50026.53125
766;subaru;impreza;gd;impreza ii sw;440.5;169.5;148.5;252.5;1498;2457;105;230;1397.5;46875.34375
767;subaru;impreza;impreza (gc/gf) (1992 - 2000);impreza i sw;435.0;169.0;142.0;252.0;1597;1994;90;218;1202.5;52630.2
768;subaru;impreza;impreza (gc/gf) (1992 - 2000);impreza i;435.0;169.0;140.0;252.0;1597;1994;90;218;1120.0;52630.2
769;subaru;impreza;impreza (gd/gg) (2000 - 2007);impreza (gd);446.5;174.0;144.0;252.5;1498;2457;95;280;1347.5;46875.34375
770;subaru;impreza;impreza (gr) (2007 - 2011);impreza iii;441.5;174.0;147.0;262.0;1498;2457;107;301;1482.5;46875.34375
771;subaru;impreza;impreza 5 (2016 - present);impreza 5;446.0;177.5;148.0;267.0;1600;1999;114;155;1407.0;46875.34375
772;subaru;legacy;iv;2003;466.0;173.0;142.0;267.0;1994;3000;138;245;1407.5;17173.1875
773;subaru;outback;outback bh - 2000 new model (1999 - 2004);outback (bh);472.0;174.5;158.0;265.0;2457;3000;156;209;1642.5;12083.333333333334
774;subaru;outback;outback bp - 2004 new model (2003 - 2009);outback (bp);473.0;177.0;154.0;267.0;2457;3000;165;245;1492.5;73384.375
775;subaru;outback;outback br - 2010 new model (2009 - 2014);outback (br);477.5;182.0;160.5;274.5;2457;3630;167;260;1615.0;73384.375
776;subaru;outback;outback bt - 2020 new model (2019 - present);outback (bt);487.0;187.5;167.5;274.5;2498;2498;169;169;1878.5;73384.375
777;subaru;xv;none;none;445.0;178.0;157.0;263.5;1600;1995;114;150;1482.5;67307.78125
778;suzuki;alto;alto 7th gen (gf) (2009 - 2013);alto 7;350.0;160.0;147.0;236.0;997;997;68;68;942.5;13854.0
779;suzuki;ignis;none;none;362.0;160.0;154.0;236.0;1328;1490;83;109;900.0;35986.8125
780;suzuki;jimny;none;none;362.0;160.0;170.0;225.0;1298;1328;80;85;1057.5;51915.28125
781;suzuki;splash;none;none;371.5;168.0;159.0;236.0;997;1242;65;86;1105.0;17228.59375
782;suzuki;swace;none;none;465.5;179.0;146.0;270.0;1798;1798;122;122;1114.0;114638.5
783;suzuki;swift;iv;2004;376.0;169.0;150.0;238.0;1328;1586;92;125;1002.5;14496.5
784;toyota;auris;i;auris 2;427.5;176.0;146.0;260.0;1329;1798;99;136;1310.0;54659.0
785;toyota;auris;i;auris touring sports 2015;459.5;176.0;148.5;260.0;1197;1798;116;136;1345.0;45712.09375
786;toyota;auris;i;auris touring sports;456.0;176.0;147.5;260.0;1598;1798;132;136;1350.0;45712.09375
787;toyota;auris;i;auris 2 (2015 restyling);433.0;176.0;147.5;260.0;1197;1798;116;136;1282.5;45712.09375
788;toyota;avensis;i;avensis 2 sw;471.5;176.0;152.5;270.0;1794;2362;129;163;1465.0;12826.15625
789;toyota;avensis;i;avensis verso;469.0;176.0;168.0;282.0;1998;1998;150;150;1450.0;10400.0
790;toyota;avensis;ii;2003;464.5;176.0;148.0;270.0;1598;2362;110;163;1380.0;12826.15625
791;toyota;aygo;aygo (2005 - 2014);aygo;340.5;161.5;146.5;234.0;998;998;68;68;800;14565.59375
792;toyota;aygo;aygo 2 (2014 - 2021);aygo 2019;346.5;161.5;146.0;234.0;998;998;72;72;923.0;40765.5625
793;toyota;aygo;aygo x - 2022 new model (2022 - present);aygo x;370.0;174.0;151.0;243.0;998;998;72;72;800;67652.75
794;toyota;aygo-x;none;none;370.0;174.0;151.0;243.0;998;998;72;72;1000;67652.75
795;toyota;camry;camry 1 (1983 - 1986);camry i;444.0;169.0;140.0;260.0;1832;1832;90;90;1061.0;109291.75
796;toyota;camry;camry 2 (1986 - 1991);camry ii;450.0;171.0;140.0;260.0;1832;2507;90;160;1249.5;109291.75
797;toyota;camry;camry 3 (1991 - 1996);camry iii;473.0;177.0;140.0;262.0;2164;2959;136;188;1387.0;109291.75
798;toyota;camry;camry 5 (2001 - 2006);camry xv30;482.0;180.0;150.0;272.0;2362;2995;152;186;1420.0;109291.75
799;toyota;camry;camry 7 (2011 - present);camry xv50;480.6;182.1;147.1;277.5;2494;3456;171;268;1530.0;109291.75
800;toyota;celica;celica a40 (1977 - 1981);celica a40;437.0;164.0;132.0;250.0;1968;1968;90;123;1068.0;21696.78125
801;toyota;celica;celica t160 (1985 - 1989);celica t160;436.0;171.0;129.0;252.0;1587;1998;86;185;1233.5;21696.78125
802;toyota;celica;celica t180 (1989 - 1993);celica t180;443.0;174.0;130.0;252.0;1587;2164;105;204;1234.0;21696.78125
803;toyota;celica;celica t200 (1993 - 1999);celica t200;442.0;175.0;130.0;254.0;1762;1998;115;242;1245.0;21696.78125
804;toyota;celica;celica t230 (1999 - 2006);celica t230;434.0;174.0;132.0;260.0;1794;1796;143;192;1095.0;21696.78125
805;toyota;c-hr;c-hr (ax10 facelift) (2019 - 2023);c-hr 2020;439.0;179.5;155.5;264.0;1197;1987;116;184;1505.0;97158.4375
806;toyota;c-hr;c-hr (ax10) (2016 - 2019);c-hr;436.0;179.5;155.5;264.0;1197;1797;116;122;1472.0;97158.4375
807;toyota;corolla;corolla e210 (2018 - present);corolla e210 sedan;463.0;178.0;143.5;270.0;1798;1798;122;122;1069.0;95467.125
808;toyota;corolla;corolla e210 (2018 - present);corolla e210 hatchback;437.0;179.0;143.5;264.0;1197;1987;115;180;1370.0;95467.125
809;toyota;corolla-cross;none;none;446.0;182.5;162.0;264.0;1798;1987;140;196;1455.0;169970.78125
810;toyota;corolla-verso;none;none;436.0;177.0;166.0;275.0;1598;1794;110;135;1347.5;15888.8125
811;toyota;hilux;hilux 8 (2015 - present);hilux 8 single-cab;533.0;180.0;179.5;308.5;0;0;0;0;1825.0;138511.53125
812;toyota;hilux;hilux 8 (2015 - present);hilux 8 extra-cab;533.0;185.5;181.0;308.5;0;0;0;0;1927.5;138511.53125
813;toyota;land-cruiser;land cruiser j200 (2007 - present);land cruiser 200 j20;495.0;197.0;186.5;285.0;4664;4664;288;288;2672.5;118524.96875
814;toyota;land-cruiser;land cruiser j70 (1984 - present);land cruiser j70;436.0;169.0;195.0;260.0;2366;2366;110;110;1760.5;118524.96875
815;toyota;land-cruiser;land cruiser j80 (1990 - 1997);land cruiser v wagon;478.0;183.0;187.0;285.0;4477;4477;205;205;2209.5;110892.30769230769
816;toyota;land-cruiser;land cruiser j80 (1990 - 1997);land cruiser v;441.0;179.0;196.0;260.0;2366;2366;110;110;1763.0;110892.30769230769
817;toyota;land-cruiser;land cruiser j90 (1996 - 2002);land cruiser 90 wagon;473.0;173.0;186.0;268.0;3378;3378;178;178;1800.0;47607.78125
818;toyota;land-cruiser;land cruiser j90 (1996 - 2002);land cruiser 90;429.0;173.0;186.0;237.0;3378;3378;178;178;1705.0;47607.78125
819;toyota;prius;ii;2003;445.0;172.5;149.0;270.0;1497;1497;110;110;1317;25964.03125
820;toyota;proace;proace ii - 2017 new model (2016 - present);proace worker;530.9;192.0;191.0;292.5;0;0;0;0;1778.5;109194.84375
821;toyota;proace;proace ii - 2017 new model (2016 - present);proace city;440.3;184.8;179.6;278.5;1199;1199;110;130;1540.0;109194.84375
822;toyota;proace-city-verso;none;none;440.3;184.8;179.6;278.5;1199;1199;110;130;1540.0;117333.25
823;toyota;proace-verso;none;none;460.9;192.0;191.0;292.5;0;0;0;0;1909.5;168786.21875
824;toyota;rav4;rav4 xa10 (1994 - 2000);rav4 wagon i;412.0;170.0;166.0;241.0;1998;1998;128;129;1232.0;16723.9
825;toyota;rav4;rav4 xa10 (1994 - 2000);rav4 i;372.0;170.0;166.0;220.0;1998;1998;128;129;1167.5;16723.9
826;toyota;rav4;rav4 xa20 (2000 - 2005);rav4 ii wagon;420.0;174.0;169.0;249.0;1794;1998;125;150;1262.5;21337.4375
827;toyota;rav4;rav4 xa30 (2005 - 2012);rav4 iii;439.5;181.5;172.0;256.0;1987;1998;152;158;1575.0;35593.6875
828;toyota;rav4;rav4 xa40 (2013 - present);rav4 2016;460.5;184.5;167.5;266.0;1987;2494;151;197;1650.0;86140.59375
829;toyota;rav4;rav4 xa40 (2013 - present);rav4 (xa40);457.0;184.5;166.0;266.0;1987;1987;151;151;1640.0;86140.59375
830;toyota;tundra;none;none;372.0;168.0;164.0;220.0;1690;1690;80;81;1330.0;177058.65625
831;toyota;urban-cruiser;none;none;393.0;172.5;152.5;246.0;1329;1329;101;101;1255.0;24394.058823529413
832;toyota;verso;none;none;444.0;179.0;162.0;278.0;1598;1798;132;147;1592.5;34970.4375
833;toyota;yaris-cross;none;none;417.2;176.5;156.0;256.0;1490;1490;116;125;1252.0;109257.875
834;volkswagen;atlas;none;none;486.2;187.1;145.0;283.7;1498;1984;150;280;1675.0;116160.0
835;volkswagen;beetle;none;none;427.8;180.8;148.6;253.7;1197;1984;105;220;1359.5;45896.5
836;volkswagen;caddy;caddy 5 (2021 - present);caddy 5 cargo;450.0;185.5;185.6;275.5;1498;1498;114;114;1575.0;135495.5625
837;volkswagen;cc;none;none;479.9;185.5;141.7;271.1;1798;1984;160;200;1568.0;43087.4375
838;volkswagen;crafter;2nd gen. (type sy/sz) (2016 - present);crafter 2017;683.6;204.0;259.0;449.0;0;0;0;0;2416.0;146477.0
839;volkswagen;eos;none;none;440.7;179.1;144.3;257.8;1390;3598;116;260;1577.5;24773.0
840;volkswagen;garbus;none;none;427.8;180.8;148.6;253.7;1197;1984;105;220;1359.5;57240.46875
841;volkswagen;golf;ii;1983;398.5;166.5;141.5;247.5;1272;1781;55;160;955.0;15883.9375
842;volkswagen;golf-plus;i;2004;420.6;175.9;158.0;257.8;1197;1598;102;160;1403.5;20921.5625
843;volkswagen;jetta;jetta 1 (1979 - 1984);jetta 1;420.0;161.0;141.0;240.0;1272;1781;60;112;872.5;26893.65625
844;volkswagen;jetta;jetta 2 (1984 - 1992);jetta 2;431.5;166.5;141.5;247.5;1272;1781;55;129;990.0;11528.42857142857
845;volkswagen;jetta;jetta 4 / bora (1998 - 2005);bora variant / jetta variant;441.0;174.0;147.0;252.0;1781;2792;150;204;1393.0;6885.875
846;volkswagen;jetta;jetta 4 / bora (1998 - 2005);bora / jetta 4;438.0;174.0;145.0;251.0;1390;2792;75;204;1283.5;6885.875
847;volkswagen;jetta;jetta 6 (2010 - 2019);jetta 6 facelift;465.9;177.8;148.2;265.1;1197;1395;105;150;1386.5;26893.65625
848;volkswagen;jetta;jetta 6 (2010 - 2019);jetta 6;464.4;177.8;148.2;265.1;1197;1984;105;200;1373.0;26893.65625
849;volkswagen;lupo;none;none;353.0;162.0;146.0;232.0;999;1598;50;125;889.0;4835.4375
850;volkswagen;multivan;none;none;489.0;190.0;194.0;300.0;1984;3189;115;235;2191.5;139742.0
851;volkswagen;passat;b5;1996;468.0;174.0;146.0;270.0;1595;2771;100;193;1366.5;5696.09375
852;volkswagen;phaeton;none;none;505.5;190.3;145.0;288.1;3189;5998;241;450;2282.5;37306.09375
853;volkswagen;polo;iii;1994;372.0;166.0;142.0;240.0;999;1598;45;100;892.5;3845.1875
854;volkswagen;sharan;i;1995;461.7;181.0;173.0;283.5;1781;2792;116;174;1698.5;15844.53125
855;volkswagen;taigo;none;none;426.6;175.7;151.5;255.4;999;1598;95;150;1263.0;100703.40625
856;volkswagen;tiguan-allspace;none;none;470.1;183.9;167.4;278.7;1395;1984;150;220;1689.5;117304.4375
857;volkswagen;touareg;touareg 2 (2010 - 2017);touareg 2;479.5;194.0;170.9;289.3;2995;3598;280;379;2209.0;77843.71875
858;volkswagen;touareg;touareg 3 (2018 - present);touareg 3;487.8;198.4;171.7;290.4;2995;2995;340;340;2188.0;267478.5
859;volkswagen;t-roc;none;none;423.4;181.9;157.3;259.0;999;1984;110;300;1429.5;106298.28125
860;volkswagen;up!;up! (2011 - 2015);up!;354.0;164.1;147.8;242.0;999;999;60;75;980.0;28230.21875
861;volkswagen;up!;up! 2017 (2016 - present);up! 2017 5-doors;360.0;164.1;150.4;240.7;999;999;60;115;1090.0;28230.21875
862;volvo;c70;1st generation (1997 - 2005);c70 coupe;472.0;182.0;141.0;266.4;1984;2435;163;240;1466.0;32502.75
863;volvo;s40;1st generation (1995 - 2004);s40 i;448.0;172.0;141.0;255.0;1587;1948;105;200;1257.5;5972.222222222223
864;volvo;s40;i;s40 i;448.0;172.0;141.0;255.0;1587;1948;105;200;1257.5;14484.34375
865;volvo;s60;i;s60 ii restyling;463.5;186.5;148.4;277.6;1969;2953;190;367;1414;50163.71875
866;volvo;s60;i;s60 cross country;463.8;189.9;153.9;277.4;2497;2497;254;254;1414;113176.9375
867;volvo;s60;ii;2010;462.8;186.5;148.4;277.6;1999;2953;203;350;1480;50163.71875
868;volvo;s80;i;1998;484.9;183.2;145.2;279.1;1984;2922;140;272;1550.0;14824.916666666666
869;volvo;s90;none;none;487.0;175.0;141.0;277.1;2922;2922;180;204;1576.5;140094.8125
870;volvo;v40;i;v40 ii restyling;436.9;178.3;142.0;264.7;1498;1969;122;245;1484.5;49730.15625
871;volvo;v40;i;v40 cross country;437.0;178.3;145.8;264.6;1596;2497;179;254;1521.5;49136.36363636364
872;volvo;v40;i;v40 cross country restyling;437.0;178.3;145.8;264.6;1498;1969;152;245;1486.0;47208.28125
873;volvo;v60;1st generation (2010 - 2018);v60;462.8;186.5;148.4;277.6;1999;2953;203;305;1761.0;69141.53125
874;volvo;v60;2nd generation (2018 - present);v60 ii cross country;478.4;189.3;150.4;287.4;1969;1969;250;250;1900.0;113176.9375
875;volvo;v60;i;v60 ii cross country;478.4;189.3;150.4;287.4;1969;1969;250;250;1900.0;113176.9375
876;volvo;v60-cross-country;none;none;478.4;189.3;150.4;287.4;1969;1969;250;250;1900.0;113176.9375
877;volvo;v70;ii;1999;471.0;180.0;149.0;276.0;1984;2521;140;300;1578.0;15566.96875
878;volvo;v90;none;none;486.0;175.0;145.0;277.0;2922;2922;180;204;1608.0;114292.375
879;volvo;v90-cross-country;none;none;493.9;187.9;154.3;294.1;1969;1969;250;320;1956.0;191549.5625
880;volvo;xc-40;none;none;444.0;186.3;164.7;270.2;1477;1969;129;197;1898.5;119697.4375
881;volvo;xc-60;2nd generation - 2022 update (2021 - present);xc60 2022;468.8;190.2;165.8;286.5;1969;1969;197;250;2039.5;239754.96875
882;volvo;xc-70;none;none;473.3;186.0;156.2;276.3;2435;2521;200;210;1665.5;49395.625
